,County,Cases,Rate_per_100k
1934,"Minnehaha County, SD",18,11.7
1935,"Missaukee County, MI",0,0.0
1936,"Mississippi County, AR",7,20.5
1937,"Mississippi County, MO",0,0.0
1938,"Missoula County, MT",Data suppressed,Data suppressed
1939,"Mitchell County, GA",Data suppressed,Data suppressed
1940,"Mitchell County, IA",0,0.0
1941,"Mitchell County, KS",0,0.0
1942,"Mitchell County, NC",0,0.0
1943,"Mitchell County, TX",0,0.0
1944,"Mobile County, AL",83,24.1
1945,"Modoc County, CA",0,0.0
1946,"Moffat County, CO",Data suppressed,Data suppressed
1947,"Mohave County, AZ",7,3.9
1948,"Moniteau County, MO",Data suppressed,Data suppressed
1949,"Monmouth County, NJ",41,7.7
1950,"Mono County, CA",Data suppressed,Data suppressed
1951,"Monona County, IA",0,0.0
1952,"Monongalia County, WV",Data suppressed,Data suppressed
1953,"Monroe County, AL",Data suppressed,Data suppressed
1954,"Monroe County, AR",0,0.0
1955,"Monroe County, FL",9,13.2
1956,"Monroe County, GA",0,0.0
1957,"Monroe County, IA",0,0.0
1958,"Monroe County, IL",Data suppressed,Data suppressed
1959,"Monroe County, IN",7,5.4
1960,"Monroe County, KY",Data suppressed,Data suppressed
1961,"Monroe County, MI",Data suppressed,Data suppressed
1962,"Monroe County, MO",0,0.0
1963,"Monroe County, MS",6,19.9
1964,"Monroe County, NY",66,10.4
1965,"Monroe County, OH",Data suppressed,Data suppressed
1966,"Monroe County, PA",8,5.5
1967,"Monroe County, TN",Data suppressed,Data suppressed
1968,"Monroe County, WI",Data suppressed,Data suppressed
1969,"Monroe County, WV",0,0.0
1970,"Montague County, TX",Data suppressed,Data suppressed
1971,"Montcalm County, MI",0,0.0
1972,"Monterey County, CA",45,12.8
1973,"Montezuma County, CO",Data suppressed,Data suppressed
1974,"Montgomery County, AL",73,38.8
1975,"Montgomery County, AR",0,0.0
1976,"Montgomery County, GA",0,0.0
1977,"Montgomery County, IA",0,0.0
1978,"Montgomery County, IL",0,0.0
1979,"Montgomery County, IN",Data suppressed,Data suppressed
1980,"Montgomery County, KS",0,0.0
1981,"Montgomery County, KY",Data suppressed,Data suppressed
1982,"Montgomery County, MD",159,18.2
1983,"Montgomery County, MO",0,0.0
1984,"Montgomery County, MS",Data suppressed,Data suppressed
1985,"Montgomery County, NC",Data suppressed,Data suppressed
1986,"Montgomery County, NY",Data suppressed,Data suppressed
1987,"Montgomery County, OH",62,13.9
1988,"Montgomery County, PA",49,7.0
1989,"Montgomery County, TN",21,13.2
1990,"Montgomery County, TX",43,9.3
1991,"Montgomery County, VA",Data suppressed,Data suppressed
1992,"Montmorency County, MI",0,0.0
1993,"Montour County, PA",Data suppressed,Data suppressed
1994,"Montrose County, CO",0,0.0
1995,"Moody County, SD",0,0.0
1996,"Moore County, NC",Data suppressed,Data suppressed
1997,"Moore County, TN",0,0.0
1998,"Moore County, TX",Data suppressed,Data suppressed
1999,"Mora County, NM",Data suppressed,Data suppressed
2000,"Morehouse Parish, LA",6,28.3
2001,"Morgan County, AL",6,6.0
2002,"Morgan County, CO",Data suppressed,Data suppressed
2003,"Morgan County, GA",Data suppressed,Data suppressed
2004,"Morgan County, IL",Data suppressed,Data suppressed
2005,"Morgan County, IN",Data suppressed,Data suppressed
2006,"Morgan County, KY",Data suppressed,Data suppressed
2007,"Morgan County, MO",Data suppressed,Data suppressed
2008,"Morgan County, OH",Data suppressed,Data suppressed
2009,"Morgan County, TN",0,0.0
2010,"Morgan County, UT",0,0.0
2011,"Morgan County, WV",0,0.0
2012,"Morrill County, NE",0,0.0
2013,"Morris County, KS",0,0.0
2014,"Morris County, NJ",29,6.9
2015,"Morris County, TX",Data suppressed,Data suppressed
2016,"Morrison County, MN",Data suppressed,Data suppressed
2017,"Morrow County, OH",Data suppressed,Data suppressed
2018,"Morrow County, OR",0,0.0
2019,"Morton County, KS",0,0.0
2020,"Morton County, ND",Data suppressed,Data suppressed
2021,"Motley County, TX",0,0.0
2022,"Moultrie County, IL",0,0.0
2023,"Mountrail County, ND",0,0.0
2024,"Mower County, MN",Data suppressed,Data suppressed
2025,"Muhlenberg County, KY",Data suppressed,Data suppressed
2026,"Multnomah County, OR",84,12.1
2027,"Murray County, GA",0,0.0
2028,"Murray County, MN",0,0.0
2029,"Murray County, OK",0,0.0
2030,"Muscatine County, IA",0,0.0
2031,"Muscogee County, GA",82,51.8
2032,"Muskegon County, MI",Data suppressed,Data suppressed
2033,"Muskingum County, OH",Data suppressed,Data suppressed
2034,"Muskogee County, OK",Data suppressed,Data suppressed
2035,"Musselshell County, MT",0,0.0
2036,"Nacogdoches County, TX",Data suppressed,Data suppressed
2037,"Nance County, NE",0,0.0
2038,"Nantucket County, MA",Data suppressed,Data suppressed
2039,"Napa County, CA",6,5.0
2040,"Nash County, NC",10,12.6
2041,"Nassau County, FL",Data suppressed,Data suppressed
2042,"Nassau County, NY",90,7.8
2043,"Natchitoches Parish, LA",7,21.6
2044,"Natrona County, WY",Data suppressed,Data suppressed
2045,"Navajo County, AZ",11,12.5
2046,"Navarro County, TX",Data suppressed,Data suppressed
2047,"Nelson County, KY",Data suppressed,Data suppressed
2048,"Nelson County, ND",0,0.0
2049,"Nelson County, VA",0,0.0
2050,"Nemaha County, KS",0,0.0
2051,"Nemaha County, NE",0,0.0
2052,"Neosho County, KS",0,0.0
2053,"Neshoba County, MS",0,0.0
2054,"Ness County, KS",0,0.0
2055,"Nevada County, AR",Data suppressed,Data suppressed
2056,"Nevada County, CA",Data suppressed,Data suppressed
2057,"New Castle County, DE",95,20.2
2058,"New Hanover County, NC",33,16.7
2059,"New Haven County, CT",89,12.1
2060,"New Kent County, VA",Data suppressed,Data suppressed
2061,"New London County, CT",16,6.9
2062,"New Madrid County, MO",0,0.0
2063,"New York County, NY",397,27.3
2064,"Newaygo County, MI",Data suppressed,Data suppressed
2065,"Newberry County, SC",Data suppressed,Data suppressed
2066,"Newport County, RI",Data suppressed,Data suppressed
2067,"Newport News City, VA",39,26.3
2068,"Newton County, AR",0,0.0
2069,"Newton County, GA",13,14.8
2070,"Newton County, IN",Data suppressed,Data suppressed
2071,"Newton County, MO",Data suppressed,Data suppressed
2072,"Newton County, MS",Data suppressed,Data suppressed
2073,"Newton County, TX",Data suppressed,Data suppressed
2074,"Nez Perce County, ID",0,0.0
2075,"Niagara County, NY",6,3.3
2076,"Nicholas County, KY",Data suppressed,Data suppressed
2077,"Nicholas County, WV",0,0.0
2078,"Nicollet County, MN",0,0.0
2079,"Niobrara County, WY",0,0.0
2080,"Noble County, IN",0,0.0
2081,"Noble County, OH",0,0.0
2082,"Noble County, OK",0,0.0
2083,"Nobles County, MN",Data suppressed,Data suppressed
2084,"Nodaway County, MO",0,0.0
2085,"Nolan County, TX",Data suppressed,Data suppressed
2086,"Nome Census Area, AK",Data suppressed,Data suppressed
2087,"Norfolk City, VA",71,34.2
2088,"Norfolk County, MA",31,5.2
2089,"Norman County, MN",0,0.0
2090,"North Slope Borough, AK",Data suppressed,Data suppressed
2091,"Northampton County, NC",Data suppressed,Data suppressed
2092,"Northampton County, PA",19,7.3
2093,"Northampton County, VA",Data suppressed,Data suppressed
2094,"Northumberland County, PA",5,6.3
2095,"Northumberland County, VA",0,0.0
2096,"Northwest Arctic Borough, AK",Data suppressed,Data suppressed
2097,"Norton City, VA",0,0.0
2098,"Norton County, KS",0,0.0
2099,"Nottoway County, VA",8,60.0
2100,"Nowata County, OK",0,0.0
2101,"Noxubee County, MS",0,0.0
2102,"Nuckolls County, NE",0,0.0
2103,"Nueces County, TX",24,8.1
2104,"Nye County, NV",Data suppressed,Data suppressed
2105,"O'brien County, IA",0,0.0
2106,"Oakland County, MI",111,10.4
2107,"Obion County, TN",Data suppressed,Data suppressed
2108,"Ocean County, NJ",24,4.9
2109,"Oceana County, MI",0,0.0
2110,"Ochiltree County, TX",0,0.0
2111,"Oconee County, GA",Data suppressed,Data suppressed
2112,"Oconee County, SC",5,7.5
2113,"Oconto County, WI",Data suppressed,Data suppressed
2114,"Ogemaw County, MI",Data suppressed,Data suppressed
2115,"Oglala Lakota County, SD",Data suppressed,Data suppressed
2116,"Ogle County, IL",Data suppressed,Data suppressed
2117,"Oglethorpe County, GA",Data suppressed,Data suppressed
2118,"Ohio County, IN",Data suppressed,Data suppressed
2119,"Ohio County, KY",Data suppressed,Data suppressed
2120,"Ohio County, WV",0,0.0
2121,"Okaloosa County, FL",13,7.6
2122,"Okanogan County, WA",0,0.0
2123,"Okeechobee County, FL",6,17.2
2124,"Okfuskee County, OK",0,0.0
2125,"Oklahoma County, OK",110,17.3
2126,"Okmulgee County, OK",Data suppressed,Data suppressed
2127,"Oktibbeha County, MS",5,11.6
2128,"Oldham County, KY",Data suppressed,Data suppressed
2129,"Oldham County, TX",0,0.0
2130,"Oliver County, ND",0,0.0
2131,"Olmsted County, MN",Data suppressed,Data suppressed
2132,"Oneida County, ID",Data suppressed,Data suppressed
2133,"Oneida County, NY",8,4.1
2134,"Oneida County, WI",0,0.0
2135,"Onondaga County, NY",21,5.4
2136,"Onslow County, NC",18,11.4
2137,"Ontario County, NY",Data suppressed,Data suppressed
2138,"Ontonagon County, MI",0,0.0
2139,"Orange County, CA",311,11.6
2140,"Orange County, FL",464,40.9
2141,"Orange County, IN",Data suppressed,Data suppressed
2142,"Orange County, NC",5,4.0
2143,"Orange County, NY",26,8.3
2144,"Orange County, TX",12,17.2
2145,"Orange County, VA",Data suppressed,Data suppressed
2146,"Orange County, VT",Data suppressed,Data suppressed
2147,"Orangeburg County, SC",26,35.3
2148,"Oregon County, MO",0,0.0
2149,"Orleans County, NY",0,0.0
2150,"Orleans County, VT",0,0.0
2151,"Orleans Parish, LA",188,56.4
2152,"Osage County, KS",0,0.0
2153,"Osage County, MO",0,0.0
2154,"Osage County, OK",Data suppressed,Data suppressed
2155,"Osborne County, KS",0,0.0
2156,"Osceola County, FL",71,24.4
2157,"Osceola County, IA",0,0.0
2158,"Osceola County, MI",0,0.0
2159,"Oscoda County, MI",Data suppressed,Data suppressed
2160,"Oswego County, NY",0,0.0
2161,"Otero County, CO",Data suppressed,Data suppressed
2162,"Otero County, NM",Data suppressed,Data suppressed
2163,"Otoe County, NE",Data suppressed,Data suppressed
2164,"Otsego County, MI",0,0.0
2165,"Otsego County, NY",Data suppressed,Data suppressed
2166,"Ottawa County, KS",Data suppressed,Data suppressed
2167,"Ottawa County, MI",11,4.6
2168,"Ottawa County, OH",0,0.0
2169,"Ottawa County, OK",Data suppressed,Data suppressed
2170,"Otter Tail County, MN",Data suppressed,Data suppressed
2171,"Ouachita County, AR",Data suppressed,Data suppressed
2172,"Ouachita Parish, LA",30,23.5
2173,"Ouray County, CO",0,0.0
2174,"Outagamie County, WI",7,4.5
2175,"Overton County, TN",0,0.0
2176,"Owen County, IN",Data suppressed,Data suppressed
2177,"Owen County, KY",Data suppressed,Data suppressed
2178,"Owsley County, KY",Data suppressed,Data suppressed
2179,"Owyhee County, ID",0,0.0
2180,"Oxford County, ME",Data suppressed,Data suppressed
2181,"Ozark County, MO",0,0.0
2182,"Ozaukee County, WI",Data suppressed,Data suppressed
2183,"Pacific County, WA",0,0.0
2184,"Page County, IA",0,0.0
2185,"Page County, VA",0,0.0
2186,"Palm Beach County, FL",288,22.7
2187,"Palo Alto County, IA",0,0.0
2188,"Palo Pinto County, TX",Data suppressed,Data suppressed
2189,"Pamlico County, NC",Data suppressed,Data suppressed
2190,"Panola County, MS",Data suppressed,Data suppressed
2191,"Panola County, TX",6,30.9
2192,"Park County, CO",0,0.0
2193,"Park County, MT",0,0.0
2194,"Park County, WY",0,0.0
2195,"Parke County, IN",Data suppressed,Data suppressed
2196,"Parker County, TX",Data suppressed,Data suppressed
2197,"Parmer County, TX",0,0.0
2198,"Pasco County, FL",44,9.8
2199,"Pasquotank County, NC",7,21.1
2200,"Passaic County, NJ",54,13.0
2201,"Patrick County, VA",0,0.0
2202,"Paulding County, GA",14,10.8
2203,"Paulding County, OH",0,0.0
2204,"Pawnee County, KS",0,0.0
2205,"Pawnee County, NE",0,0.0
2206,"Pawnee County, OK",Data suppressed,Data suppressed
2207,"Payette County, ID",Data suppressed,Data suppressed
2208,"Payne County, OK",Data suppressed,Data suppressed
2209,"Peach County, GA",7,30.7
2210,"Pearl River County, MS",0,0.0
2211,"Pecos County, TX",Data suppressed,Data suppressed
2212,"Pembina County, ND",0,0.0
2213,"Pemiscot County, MO",Data suppressed,Data suppressed
2214,"Pend Oreille County, WA",0,0.0
2215,"Pender County, NC",Data suppressed,Data suppressed
2216,"Pendleton County, KY",Data suppressed,Data suppressed
2217,"Pendleton County, WV",0,0.0
2218,"Pennington County, MN",0,0.0
2219,"Pennington County, SD",Data suppressed,Data suppressed
2220,"Penobscot County, ME",7,5.3
2221,"Peoria County, IL",8,5.3
2222,"Pepin County, WI",0,0.0
2223,"Perkins County, NE",0,0.0
2224,"Perkins County, SD",0,0.0
2225,"Perquimans County, NC",0,0.0
2226,"Perry County, AL",Data suppressed,Data suppressed
2227,"Perry County, AR",Data suppressed,Data suppressed
2228,"Perry County, IL",Data suppressed,Data suppressed
2229,"Perry County, IN",Data suppressed,Data suppressed
2230,"Perry County, KY",Data suppressed,Data suppressed
2231,"Perry County, MO",0,0.0
2232,"Perry County, MS",Data suppressed,Data suppressed
2233,"Perry County, OH",Data suppressed,Data suppressed
2234,"Perry County, PA",Data suppressed,Data suppressed
2235,"Perry County, TN",0,0.0
2236,"Pershing County, NV",0,0.0
2237,"Person County, NC",Data suppressed,Data suppressed
2238,"Petersburg Census Area, AK",Data suppressed,Data suppressed
2239,"Petersburg City, VA",15,57.1
2240,"Petroleum County, MT",0,0.0
2241,"Pettis County, MO",5,14.3
2242,"Phelps County, MO",0,0.0
2243,"Phelps County, NE",0,0.0
2244,"Philadelphia County, PA",498,37.7
2245,"Phillips County, AR",Data suppressed,Data suppressed
2246,"Phillips County, CO",Data suppressed,Data suppressed
2247,"Phillips County, KS",0,0.0
2248,"Phillips County, MT",0,0.0
2249,"Piatt County, IL",0,0.0
2250,"Pickaway County, OH",16,32.6
2251,"Pickens County, AL",Data suppressed,Data suppressed
2252,"Pickens County, GA",Data suppressed,Data suppressed
2253,"Pickens County, SC",5,4.7
2254,"Pickett County, TN",0,0.0
2255,"Pierce County, GA",0,0.0
2256,"Pierce County, ND",0,0.0
2257,"Pierce County, NE",0,0.0
2258,"Pierce County, WA",52,7.2
2259,"Pierce County, WI",0,0.0
2260,"Pike County, AL",Data suppressed,Data suppressed
2261,"Pike County, AR",0,0.0
2262,"Pike County, GA",Data suppressed,Data suppressed
2263,"Pike County, IL",Data suppressed,Data suppressed
2264,"Pike County, IN",0,0.0
2265,"Pike County, KY",Data suppressed,Data suppressed
2266,"Pike County, MO",0,0.0
2267,"Pike County, MS",Data suppressed,Data suppressed
2268,"Pike County, OH",Data suppressed,Data suppressed
2269,"Pike County, PA",6,12.3
2270,"Pima County, AZ",110,12.6
2271,"Pinal County, AZ",39,10.8
2272,"Pine County, MN",0,0.0
2273,"Pinellas County, FL",167,19.5
2274,"Pipestone County, MN",0,0.0
2275,"Piscataquis County, ME",0,0.0
2276,"Pitkin County, CO",Data suppressed,Data suppressed
2277,"Pitt County, NC",38,25.2
2278,"Pittsburg County, OK",Data suppressed,Data suppressed
2279,"Pittsylvania County, VA",Data suppressed,Data suppressed
2280,"Piute County, UT",0,0.0
2281,"Placer County, CA",18,5.5
2282,"Plaquemines Parish, LA",Data suppressed,Data suppressed
2283,"Platte County, MO",5,6.0
2284,"Platte County, NE",Data suppressed,Data suppressed
2285,"Platte County, WY",0,0.0
2286,"Pleasants County, WV",0,0.0
2287,"Plumas County, CA",0,0.0
2288,"Plymouth County, IA",0,0.0
2289,"Plymouth County, MA",41,9.4
2290,"Pocahontas County, IA",0,0.0
2291,"Pocahontas County, WV",Data suppressed,Data suppressed
2292,"Poinsett County, AR",Data suppressed,Data suppressed
2293,"Pointe Coupee Parish, LA",Data suppressed,Data suppressed
2294,"Polk County, AR",Data suppressed,Data suppressed
2295,"Polk County, FL",93,16.1
2296,"Polk County, GA",5,14.6
2297,"Polk County, IA",30,7.6
2298,"Polk County, MN",Data suppressed,Data suppressed
2299,"Polk County, MO",0,0.0
2300,"Polk County, NC",0,0.0
2301,"Polk County, NE",0,0.0
2302,"Polk County, OR",Data suppressed,Data suppressed
2303,"Polk County, TN",0,0.0
2304,"Polk County, TX",Data suppressed,Data suppressed
2305,"Polk County, WI",Data suppressed,Data suppressed
2306,"Pondera County, MT",0,0.0
2307,"Pontotoc County, MS",Data suppressed,Data suppressed
2308,"Pontotoc County, OK",Data suppressed,Data suppressed
2309,"Pope County, AR",Data suppressed,Data suppressed
2310,"Pope County, IL",Data suppressed,Data suppressed
2311,"Pope County, MN",0,0.0
2312,"Poquoson City, VA",0,0.0
2313,"Portage County, OH",7,4.9
2314,"Portage County, WI",Data suppressed,Data suppressed
2315,"Porter County, IN",5,3.5
2316,"Portsmouth City, VA",24,30.8
2317,"Posey County, IN",0,0.0
2318,"Pottawatomie County, KS",Data suppressed,Data suppressed
2319,"Pottawatomie County, OK",Data suppressed,Data suppressed
2320,"Pottawattamie County, IA",Data suppressed,Data suppressed
2321,"Potter County, PA",0,0.0
2322,"Potter County, SD",0,0.0
2323,"Potter County, TX",20,20.9
2324,"Powder River County, MT",0,0.0
2325,"Powell County, KY",Data suppressed,Data suppressed
2326,"Powell County, MT",Data suppressed,Data suppressed
2327,"Power County, ID",0,0.0
2328,"Poweshiek County, IA",Data suppressed,Data suppressed
2329,"Powhatan County, VA",0,0.0
2330,"Prairie County, AR",0,0.0
2331,"Prairie County, MT",0,0.0
2332,"Pratt County, KS",Data suppressed,Data suppressed
2333,"Preble County, OH",0,0.0
2334,"Prentiss County, MS",0,0.0
2335,"Presidio County, TX",Data suppressed,Data suppressed
2336,"Presque Isle County, MI",0,0.0
2337,"Preston County, WV",Data suppressed,Data suppressed
2338,"Price County, WI",Data suppressed,Data suppressed
2339,"Prince Edward County, VA",Data suppressed,Data suppressed
2340,"Prince George County, VA",Data suppressed,Data suppressed
2341,"Prince George's County, MD",309,40.7
2342,"Prince William County, VA",50,13.5
2343,"Prince of Wales-Hyder Census Area, AK",Data suppressed,Data suppressed
2344,"Providence County, RI",65,12.0
2345,"Prowers County, CO",Data suppressed,Data suppressed
2346,"Pueblo County, CO",5,3.6
2347,"Pulaski County, AR",107,32.8
2348,"Pulaski County, GA",Data suppressed,Data suppressed
2349,"Pulaski County, IL",0,0.0
2350,"Pulaski County, IN",0,0.0
2351,"Pulaski County, KY",6,11.1
2352,"Pulaski County, MO",5,11.5
2353,"Pulaski County, VA",Data suppressed,Data suppressed
2354,"Pushmataha County, OK",0,0.0
2355,"Putnam County, FL",5,8.1
2356,"Putnam County, GA",0,0.0
2357,"Putnam County, IL",Data suppressed,Data suppressed
2358,"Putnam County, IN",Data suppressed,Data suppressed
2359,"Putnam County, MO",0,0.0
2360,"Putnam County, NY",Data suppressed,Data suppressed
2361,"Putnam County, OH",0,0.0
2362,"Putnam County, TN",Data suppressed,Data suppressed
2363,"Putnam County, WV",Data suppressed,Data suppressed
2364,"Quay County, NM",0,0.0
2365,"Queen Anne's County, MD",0,0.0
2366,"Queens County, NY",433,22.2
2367,"Quitman County, GA",0,0.0
2368,"Quitman County, MS",0,0.0
2369,"Rabun County, GA",0,0.0
2370,"Racine County, WI",12,7.3
2371,"Radford City, VA",Data suppressed,Data suppressed
2372,"Rains County, TX",Data suppressed,Data suppressed
2373,"Raleigh County, WV",8,12.6
2374,"Ralls County, MO",0,0.0
2375,"Ramsey County, MN",49,10.9
2376,"Ramsey County, ND",Data suppressed,Data suppressed
2377,"Randall County, TX",6,5.4
2378,"Randolph County, AL",Data suppressed,Data suppressed
2379,"Randolph County, AR",0,0.0
2380,"Randolph County, GA",Data suppressed,Data suppressed
2381,"Randolph County, IL",0,0.0
2382,"Randolph County, IN",0,0.0
2383,"Randolph County, MO",Data suppressed,Data suppressed
2384,"Randolph County, NC",7,5.8
2385,"Randolph County, WV",0,0.0
2386,"Rankin County, MS",21,16.5
2387,"Ransom County, ND",0,0.0
2388,"Rapides Parish, LA",22,20.4
2389,"Rappahannock County, VA",0,0.0
2390,"Ravalli County, MT",0,0.0
2391,"Rawlins County, KS",0,0.0
2392,"Ray County, MO",0,0.0
2393,"Reagan County, TX",0,0.0
2394,"Real County, TX",0,0.0
2395,"Red Lake County, MN",0,0.0
2396,"Red River County, TX",0,0.0
2397,"Red River Parish, LA",0,0.0
2398,"Red Willow County, NE",0,0.0
2399,"Redwood County, MN",0,0.0
2400,"Reeves County, TX",Data suppressed,Data suppressed
2401,"Refugio County, TX",0,0.0
2402,"Reno County, KS",Data suppressed,Data suppressed
2403,"Rensselaer County, NY",8,5.8
2404,"Renville County, MN",0,0.0
2405,"Renville County, ND",0,0.0
2406,"Republic County, KS",0,0.0
2407,"Reynolds County, MO",0,0.0
2408,"Rhea County, TN",Data suppressed,Data suppressed
2409,"Rice County, KS",Data suppressed,Data suppressed
2410,"Rice County, MN",0,0.0
2411,"Rich County, UT",0,0.0
2412,"Richardson County, NE",0,0.0
2413,"Richland County, IL",0,0.0
2414,"Richland County, MT",0,0.0
2415,"Richland County, ND",0,0.0
2416,"Richland County, OH",Data suppressed,Data suppressed
2417,"Richland County, SC",106,30.4
2418,"Richland County, WI",Data suppressed,Data suppressed
2419,"Richland Parish, LA",Data suppressed,Data suppressed
2420,"Richmond City, VA",59,30.1
2421,"Richmond County, GA",61,36.4
2422,"Richmond County, NC",7,18.6
2423,"Richmond County, NY",35,8.7
2424,"Richmond County, VA",0,0.0
2425,"Riley County, KS",Data suppressed,Data suppressed
2426,"Ringgold County, IA",0,0.0
2427,"Rio Arriba County, NM",Data suppressed,Data suppressed
2428,"Rio Blanco County, CO",0,0.0
2429,"Rio Grande County, CO",Data suppressed,Data suppressed
2430,"Ripley County, IN",Data suppressed,Data suppressed
2431,"Ripley County, MO",0,0.0
2432,"Ritchie County, WV",0,0.0
2433,"Riverside County, CA",273,13.8
2434,"Roane County, TN",Data suppressed,Data suppressed
2435,"Roane County, WV",0,0.0
2436,"Roanoke City, VA",14,17.0
2437,"Roanoke County, VA",7,8.6
2438,"Roberts County, SD",0,0.0
2439,"Roberts County, TX",0,0.0
2440,"Robertson County, KY",Data suppressed,Data suppressed
2441,"Robertson County, TN",Data suppressed,Data suppressed
2442,"Robertson County, TX",0,0.0
2443,"Robeson County, NC",17,15.7
2444,"Rock County, MN",0,0.0
2445,"Rock County, NE",0,0.0
2446,"Rock County, WI",Data suppressed,Data suppressed
2447,"Rock Island County, IL",Data suppressed,Data suppressed
2448,"Rockbridge County, VA",0,0.0
2449,"Rockcastle County, KY",Data suppressed,Data suppressed
2450,"Rockdale County, GA",9,12.1
2451,"Rockingham County, NC",9,11.6
2452,"Rockingham County, NH",Data suppressed,Data suppressed
2453,"Rockingham County, VA",Data suppressed,Data suppressed
2454,"Rockland County, NY",28,10.8
2455,"Rockwall County, TX",Data suppressed,Data suppressed
2456,"Roger Mills County, OK",0,0.0
2457,"Rogers County, OK",Data suppressed,Data suppressed
2458,"Rolette County, ND",0,0.0
2459,"Rooks County, KS",0,0.0
2460,"Roosevelt County, MT",Data suppressed,Data suppressed
2461,"Roosevelt County, NM",0,0.0
2462,"Roscommon County, MI",0,0.0
2463,"Roseau County, MN",0,0.0
2464,"Rosebud County, MT",0,0.0
2465,"Ross County, OH",Data suppressed,Data suppressed
2466,"Routt County, CO",Data suppressed,Data suppressed
2467,"Rowan County, KY",Data suppressed,Data suppressed
2468,"Rowan County, NC",15,12.7
2469,"Runnels County, TX",Data suppressed,Data suppressed
2470,"Rush County, IN",0,0.0
2471,"Rush County, KS",0,0.0
2472,"Rusk County, TX",14,30.6
2473,"Rusk County, WI",0,0.0
2474,"Russell County, AL",8,17.1
2475,"Russell County, KS",0,0.0
2476,"Russell County, KY",Data suppressed,Data suppressed
2477,"Russell County, VA",0,0.0
2478,"Rutherford County, NC",5,8.8
2479,"Rutherford County, TN",27,10.4
2480,"Rutland County, VT",0,0.0
2481,"Sabine County, TX",0,0.0
2482,"Sabine Parish, LA",0,0.0
2483,"Sac County, IA",0,0.0
2484,"Sacramento County, CA",153,12.1
2485,"Sagadahoc County, ME",0,0.0
2486,"Saginaw County, MI",19,11.7
2487,"Saguache County, CO",0,0.0
2488,"Salem City, VA",Data suppressed,Data suppressed
2489,"Salem County, NJ",0,0.0
2490,"Saline County, AR",8,8.0
2491,"Saline County, IL",0,0.0
2492,"Saline County, KS",Data suppressed,Data suppressed
2493,"Saline County, MO",Data suppressed,Data suppressed
2494,"Saline County, NE",0,0.0
2495,"Salt Lake County, UT",84,9.2
2496,"Saluda County, SC",Data suppressed,Data suppressed
2497,"Sampson County, NC",13,24.8
2498,"San Augustine County, TX",0,0.0
2499,"San Benito County, CA",8,16.3
2500,"San Bernardino County, CA",249,14.3
2501,"San Diego County, CA",412,14.7
2502,"San Francisco County, CA",244,30.9
2503,"San Jacinto County, TX",Data suppressed,Data suppressed
2504,"San Joaquin County, CA",63,10.6
2505,"San Juan County, CO",0,0.0
2506,"San Juan County, NM",9,8.8
2507,"San Juan County, UT",0,0.0
2508,"San Juan County, WA",Data suppressed,Data suppressed
2509,"San Luis Obispo County, CA",9,3.6
2510,"San Mateo County, CA",57,8.7
2511,"San Miguel County, CO",0,0.0
2512,"San Miguel County, NM",Data suppressed,Data suppressed
2513,"San Patricio County, TX",Data suppressed,Data suppressed
2514,"San Saba County, TX",0,0.0
2515,"Sanborn County, SD",0,0.0
2516,"Sanders County, MT",0,0.0
2517,"Sandoval County, NM",5,4.2
2518,"Sandusky County, OH",Data suppressed,Data suppressed
2519,"Sangamon County, IL",10,6.0
2520,"Sanilac County, MI",Data suppressed,Data suppressed
2521,"Sanpete County, UT",Data suppressed,Data suppressed
2522,"Santa Barbara County, CA",27,7.2
2523,"Santa Clara County, CA",156,9.6
2524,"Santa Cruz County, AZ",6,15.9
2525,"Santa Cruz County, CA",7,3.0
2526,"Santa Fe County, NM",Data suppressed,Data suppressed
2527,"Santa Rosa County, FL",15,10.2
2528,"Sarasota County, FL",35,9.3
2529,"Saratoga County, NY",Data suppressed,Data suppressed
2530,"Sargent County, ND",0,0.0
2531,"Sarpy County, NE",Data suppressed,Data suppressed
2532,"Sauk County, WI",Data suppressed,Data suppressed
2533,"Saunders County, NE",0,0.0
2534,"Sawyer County, WI",0,0.0
2535,"Schenectady County, NY",12,9.2
2536,"Schleicher County, TX",0,0.0
2537,"Schley County, GA",Data suppressed,Data suppressed
2538,"Schoharie County, NY",0,0.0
2539,"Schoolcraft County, MI",0,0.0
2540,"Schuyler County, IL",0,0.0
2541,"Schuyler County, MO",0,0.0
2542,"Schuyler County, NY",0,0.0
2543,"Schuylkill County, PA",Data suppressed,Data suppressed
2544,"Scioto County, OH",Data suppressed,Data suppressed
2545,"Scotland County, MO",0,0.0
2546,"Scotland County, NC",Data suppressed,Data suppressed
2547,"Scott County, AR",0,0.0
2548,"Scott County, IA",8,5.6
2549,"Scott County, IL",0,0.0
2550,"Scott County, IN",6,30.0
2551,"Scott County, KS",0,0.0
2552,"Scott County, KY",Data suppressed,Data suppressed
2553,"Scott County, MN",Data suppressed,Data suppressed
2554,"Scott County, MO",Data suppressed,Data suppressed
2555,"Scott County, MS",Data suppressed,Data suppressed
2556,"Scott County, TN",0,0.0
2557,"Scott County, VA",Data suppressed,Data suppressed
2558,"Scotts Bluff County, NE",Data suppressed,Data suppressed
2559,"Screven County, GA",Data suppressed,Data suppressed
2560,"Scurry County, TX",0,0.0
2561,"Searcy County, AR",0,0.0
2562,"Sebastian County, AR",9,8.5
2563,"Sedgwick County, CO",0,0.0
